category,intent,keyword,intent_tfidf,category_tfidf,total_tfidf
SHIPPING,change_shipping_address,edit shipping address,7.51,7.88,15.39
SHIPPING,change_shipping_address,edit,7.51,7.88,15.39
SHIPPING,change_shipping_address,want,6.43,9.48,15.9
SHIPPING,change_shipping_address,change,6.34,6.53,12.87
SHIPPING,change_shipping_address,change shipping address,6.2,6.34,12.54
SHIPPING,change_shipping_address,change shipping,6.2,6.34,12.54
SHIPPING,change_shipping_address,ask,5.16,7.01,12.18
SHIPPING,change_shipping_address,agent,5.16,7.01,12.18
SHIPPING,change_shipping_address,ask agent,5.16,7.01,12.18
SHIPPING,change_shipping_address,changes,4.99,5.2,10.19
SHIPPING,change_shipping_address,make,4.89,5.06,9.95
SHIPPING,change_shipping_address,changes shipping,4.86,5.01,9.87
SHIPPING,change_shipping_address,make changes,4.82,4.96,9.78
SHIPPING,change_shipping_address,make changes shipping,4.68,4.77,9.45
SHIPPING,change_shipping_address,changes shipping address,4.52,4.58,9.09
SHIPPING,change_shipping_address,help,4.41,7.51,11.92
SHIPPING,change_shipping_address,want modify,2.82,2.83,5.64
SHIPPING,change_shipping_address,want modify shipping,2.82,2.83,5.64
SHIPPING,change_shipping_address,want edit shipping,2.7,2.74,5.44
SHIPPING,change_shipping_address,want edit,2.7,2.74,5.44
SHIPPING,change_shipping_address,could,2.43,4.27,6.7
SHIPPING,change_shipping_address,please,2.34,3.66,6.0
SHIPPING,change_shipping_address,need,1.91,3.33,5.24
SHIPPING,change_shipping_address,need help,1.91,3.15,5.06
SHIPPING,change_shipping_address,shipping address help,1.63,3.93,5.56
SHIPPING,change_shipping_address,address help,1.63,3.93,5.56
SHIPPING,set_up_shipping_address,shipping address set,16.49,17.46,33.95
SHIPPING,set_up_shipping_address,address set,16.47,17.54,34.01
SHIPPING,set_up_shipping_address,set,16.2,21.42,37.62
SHIPPING,set_up_shipping_address,shipping address,15.87,24.7,40.57
SHIPPING,set_up_shipping_address,shipping,15.82,24.52,40.35
SHIPPING,set_up_shipping_address,address,15.68,24.53,40.21
SHIPPING,set_up_shipping_address,one,10.56,11.14,21.7
SHIPPING,set_up_shipping_address,set one,10.55,11.01,21.57
SHIPPING,set_up_shipping_address,address set one,10.04,9.9,19.94
SHIPPING,set_up_shipping_address,dont,9.28,9.6,18.88
SHIPPING,set_up_shipping_address,dont shipping,9.22,9.46,18.68
SHIPPING,set_up_shipping_address,dont shipping address,9.22,9.46,18.68
SHIPPING,set_up_shipping_address,set shipping,8.62,9.41,18.03
SHIPPING,set_up_shipping_address,set shipping address,8.5,9.23,17.73
SHIPPING,set_up_shipping_address,want set,4.51,4.71,9.22
SHIPPING,set_up_shipping_address,want,4.51,9.48,13.99
SHIPPING,set_up_shipping_address,help,4.07,7.51,11.58
SHIPPING,set_up_shipping_address,want set shipping,3.06,3.1,6.15
SHIPPING,set_up_shipping_address,help set,3.01,3.14,6.15
SHIPPING,set_up_shipping_address,address help,2.69,3.93,6.63
SHIPPING,set_up_shipping_address,shipping address help,2.69,3.93,6.63
SHIPPING,set_up_shipping_address,agent,2.4,7.01,9.41
SHIPPING,set_up_shipping_address,ask agent,2.4,7.01,9.41
SHIPPING,set_up_shipping_address,ask,2.4,7.01,9.41
SHIPPING,set_up_shipping_address,could,2.16,4.27,6.43
SHIPPING,set_up_shipping_address,need,1.79,3.33,5.12
SHIPPING,set_up_shipping_address,please,1.65,3.66,5.3
SHIPPING,set_up_shipping_address,need help,1.57,3.15,4.72
