category,intent,keyword,tfidf score
PAYMENT,payment_issue,notify payment,0.011256767467364719
PAYMENT,payment_issue,notify payment issue,0.006353570223885532
PAYMENT,payment_issue,notify payment problem,0.006217732403116597
PAYMENT,payment_issue,notify problem,0.01656283347211951
PAYMENT,payment_issue,notify problem make,0.005647193895837437
PAYMENT,payment_issue,online,0.020316717543827908
PAYMENT,payment_issue,online order,0.020155627414296485
PAYMENT,payment_issue,online order report,0.004889270770159776
PAYMENT,payment_issue,order,0.035829256834397805
PAYMENT,payment_issue,order help,0.007756643953423371
PAYMENT,payment_issue,order inform,0.00757726304147629
PAYMENT,payment_issue,order notify,0.007645303629920344
PAYMENT,payment_issue,order report,0.009018523652065945
PAYMENT,payment_issue,pay,0.07682390348960583
PAYMENT,payment_issue,pay card,0.027632348557782505
PAYMENT,payment_issue,pay card charge,0.012070213944378327
PAYMENT,payment_issue,pay charge,0.012542688149433127
PAYMENT,payment_issue,pay charge anyway,0.012335822406842329
PAYMENT,payment_issue,pay online,0.01789789120388004
PAYMENT,payment_issue,pay online order,0.01772588386353083
PAYMENT,payment_issue,pay order,0.02156625555218333
PAYMENT,payment_issue,payment,0.08572814153601951
PAYMENT,payment_issue,payment card,0.027404054857946832
PAYMENT,payment_issue,payment card charge,0.011714454188582179
PAYMENT,payment_issue,payment charge,0.012591970011272307
PAYMENT,payment_issue,payment charge anyway,0.012457138546713981
PAYMENT,payment_issue,payment help,0.006296460097563259
PAYMENT,payment_issue,payment inform,0.006156290045765332
PAYMENT,payment_issue,payment issue,0.019528652401449777
PAYMENT,payment_issue,payment online,0.004307302033788437
PAYMENT,payment_issue,payment online order,0.004307302033788437
PAYMENT,payment_issue,payment order,0.004956588612909737
PAYMENT,payment_issue,payment please,0.0069632243373236435
PAYMENT,payment_issue,payment problem,0.018908622205660842
PAYMENT,payment_issue,please,0.0231283841866521
PAYMENT,payment_issue,please ask,0.0076331113873542395
PAYMENT,payment_issue,please ask agent,0.0076331113873542395
PAYMENT,payment_issue,please could,0.004692017279189497
PAYMENT,payment_issue,please could ask,0.004692017279189497
PAYMENT,payment_issue,pop,0.014482007469281619
PAYMENT,payment_issue,pop attempt,0.008213056309051411
PAYMENT,payment_issue,pop try,0.008483307965603181
PAYMENT,payment_issue,problem,0.07391960066354099
PAYMENT,payment_issue,problem make,0.024863651224964544
PAYMENT,payment_issue,problem make payment,0.02458090057057653
PAYMENT,payment_issue,problem pay,0.03752960170905308
PAYMENT,payment_issue,problem pay card,0.006186860046463664
PAYMENT,payment_issue,problem pay online,0.005387697164661521
PAYMENT,payment_issue,problem pay order,0.006431050899425139
PAYMENT,payment_issue,problem payment,0.020442340907933936
PAYMENT,payment_issue,problem try,0.024782945185568495
PAYMENT,payment_issue,problem try make,0.011151894453464649
PAYMENT,payment_issue,problem try pay,0.017771987883175223
PAYMENT,payment_issue,report,0.053775609616224435
PAYMENT,payment_issue,report fuck,0.00486746596945364
PAYMENT,payment_issue,report issue,0.014543793648439895
PAYMENT,payment_issue,report issue make,0.00553880561807293
PAYMENT,payment_issue,report issue pay,0.005641876349944806
PAYMENT,payment_issue,report payment,0.011918125865986678
PAYMENT,payment_issue,report problem,0.014747867741007229
PAYMENT,payment_issue,report problem pay,0.006199031249993123
PAYMENT,payment_issue,reporting,0.004996832326887692
PAYMENT,payment_issue,solve,0.02752710907143517
PAYMENT,payment_issue,solve issue,0.0105986014284017
PAYMENT,payment_issue,solve payment,0.008575886053853664
PAYMENT,payment_issue,solve problem,0.013171735765705461
PAYMENT,payment_issue,tried,0.006769991170357989
PAYMENT,payment_issue,tried pay,0.006769991170357989
PAYMENT,payment_issue,tried pay card,0.00391407003432279
PAYMENT,payment_issue,try,0.051882719627184486
PAYMENT,payment_issue,try make,0.029010053844880028
PAYMENT,payment_issue,try make payment,0.028854800705675504
PAYMENT,payment_issue,try pay,0.03731478053972309
PAYMENT,payment_issue,try pay card,0.01387149520841571
PAYMENT,payment_issue,try pay online,0.010164420295997503
PAYMENT,payment_issue,try pay order,0.011670138174080429
PAYMENT,payment_issue,wan,0.0094396062616968
PAYMENT,payment_issue,wan na,0.0094396062616968
PAYMENT,payment_issue,want,0.031111207029547717
PAYMENT,payment_issue,want inform,0.01157953874720636
PAYMENT,payment_issue,want notify,0.012284312988356264
PAYMENT,payment_issue,want report,0.011102072560116567
PAYMENT,payment_issue,want solve,0.008158742626891353
PAYMENT,check_payment_methods,accept,0.016143652239128142
PAYMENT,check_payment_methods,agent,0.0429387776223556
PAYMENT,check_payment_methods,agent check,0.008297133338031238
PAYMENT,check_payment_methods,agent check payment,0.007214431463845388
PAYMENT,check_payment_methods,agent could,0.004049185541785155
PAYMENT,check_payment_methods,agent could view,0.004049185541785155
PAYMENT,check_payment_methods,agent find,0.004427270003358002
PAYMENT,check_payment_methods,agent find information,0.004427270003358002
PAYMENT,check_payment_methods,agent fuck,0.0016606682374719892
PAYMENT,check_payment_methods,agent fuck payment,0.0016606682374719892
PAYMENT,check_payment_methods,agent ib,0.0022629135702363465
PAYMENT,check_payment_methods,agent information,0.003953814051826133
PAYMENT,check_payment_methods,agent information payment,0.003953814051826133
PAYMENT,check_payment_methods,agent make,0.0065196822869240225
PAYMENT,check_payment_methods,agent make payment,0.0065196822869240225
PAYMENT,check_payment_methods,agent pay,0.007326068613392163
PAYMENT,check_payment_methods,agent pay master,0.003455669105053994
PAYMENT,check_payment_methods,agent payment,0.007974329528905076
PAYMENT,check_payment_methods,agent payment option,0.004163012761715742
PAYMENT,check_payment_methods,agent see,0.012712159199642848
PAYMENT,check_payment_methods,agent see fucking,0.0028424456146038486
PAYMENT,check_payment_methods,agent see payment,0.01108954422906919
PAYMENT,check_payment_methods,agent show,0.0034642562992297874
PAYMENT,check_payment_methods,agent show payment,0.0034642562992297874
PAYMENT,check_payment_methods,agent view,0.01281303214180711
PAYMENT,check_payment_methods,agent view fuck,0.002988091616878967
PAYMENT,check_payment_methods,agent view payment,0.01107419865982592
PAYMENT,check_payment_methods,amex,0.014576218690728613
PAYMENT,check_payment_methods,apyment,0.003612761617855031
PAYMENT,check_payment_methods,ask,0.04122784232370616
PAYMENT,check_payment_methods,ask agent,0.04122784232370616
PAYMENT,check_payment_methods,ask agent check,0.008297133338031238
PAYMENT,check_payment_methods,ask agent could,0.004049185541785155
PAYMENT,check_payment_methods,ask agent find,0.004427270003358002
PAYMENT,check_payment_methods,ask agent information,0.003953814051826133
PAYMENT,check_payment_methods,ask agent make,0.0065196822869240225
PAYMENT,check_payment_methods,ask agent pay,0.007326068613392163
PAYMENT,check_payment_methods,ask agent payment,0.004163012761715742
PAYMENT,check_payment_methods,ask agent see,0.012712159199642848
PAYMENT,check_payment_methods,ask agent show,0.0034642562992297874
PAYMENT,check_payment_methods,ask agent view,0.01281303214180711
PAYMENT,check_payment_methods,card,0.03748003621448804
PAYMENT,check_payment_methods,check,0.06157361706848333
PAYMENT,check_payment_methods,check fuck,0.0031009177964577877
PAYMENT,check_payment_methods,check fuck payment,0.0031009177964577877
PAYMENT,check_payment_methods,check payment,0.054506634640511364
PAYMENT,check_payment_methods,check payment method,0.04106493424256727
PAYMENT,check_payment_methods,check payment option,0.025100367077419857
PAYMENT,check_payment_methods,could,0.022837824320250926
PAYMENT,check_payment_methods,could ask,0.013413968170858773
PAYMENT,check_payment_methods,could ask agent,0.013413968170858773
PAYMENT,check_payment_methods,could view,0.010200665287611196
PAYMENT,check_payment_methods,could view fuck,0.0031017884830132967
PAYMENT,check_payment_methods,could view payment,0.004054672689168498
PAYMENT,check_payment_methods,credit,0.011908609764710034
PAYMENT,check_payment_methods,credit card,0.010588010127541602
PAYMENT,check_payment_methods,find,0.006291243884377529
PAYMENT,check_payment_methods,find information,0.006291243884377529
PAYMENT,check_payment_methods,find information payment,0.006291243884377529
PAYMENT,check_payment_methods,fuck,0.012425643053861433
PAYMENT,check_payment_methods,fuck payment,0.012425643053861433
PAYMENT,check_payment_methods,fuck payment method,0.0036410239922603713
PAYMENT,check_payment_methods,fuck payment option,0.010140854277548336
PAYMENT,check_payment_methods,fucking,0.0041566418679346104
PAYMENT,check_payment_methods,fucking payment,0.0041566418679346104
PAYMENT,check_payment_methods,fucking payment method,0.0028892425037447
PAYMENT,check_payment_methods,give,0.004286505515542714
PAYMENT,check_payment_methods,give information,0.004286505515542714
PAYMENT,check_payment_methods,give information payment,0.004286505515542714
PAYMENT,check_payment_methods,help,0.026238956187723803
PAYMENT,check_payment_methods,help check,0.009270422221340096
PAYMENT,check_payment_methods,help check payment,0.00661564372333745
PAYMENT,check_payment_methods,help see,0.005998588111406889
PAYMENT,check_payment_methods,help see payment,0.005998588111406889
PAYMENT,check_payment_methods,help view,0.006700671349982925
PAYMENT,check_payment_methods,help view payment,0.006700671349982925
PAYMENT,check_payment_methods,id,0.005075330185283534
PAYMENT,check_payment_methods,id like,0.005075330185283534
PAYMENT,check_payment_methods,id like check,0.0034524662010132594
PAYMENT,check_payment_methods,information,0.028125739979048388
PAYMENT,check_payment_methods,information payment,0.026447345917123277
PAYMENT,check_payment_methods,information payment method,0.019538961083891002
PAYMENT,check_payment_methods,information payment option,0.011424881184244923
PAYMENT,check_payment_methods,know,0.022962897064452422
PAYMENT,check_payment_methods,know make,0.009351730608939148
PAYMENT,check_payment_methods,know make payment,0.009351730608939148
PAYMENT,check_payment_methods,know pay,0.012603845789228584
PAYMENT,check_payment_methods,know pay card,0.004251819405951712
PAYMENT,check_payment_methods,know pay credit,0.0037787535784716423
PAYMENT,check_payment_methods,know pay master,0.003434337021919787
PAYMENT,check_payment_methods,know payment,0.00744972218130769
PAYMENT,check_payment_methods,know payment method,0.004132356632576857
PAYMENT,check_payment_methods,know payment option,0.0041150893376301415
PAYMENT,check_payment_methods,like,0.006925222560764758
PAYMENT,check_payment_methods,like check,0.0034524662010132594
PAYMENT,check_payment_methods,like see,0.004214316198587596
PAYMENT,check_payment_methods,like see payment,0.004214316198587596
PAYMENT,check_payment_methods,make,0.0291821289998817
PAYMENT,check_payment_methods,make payment,0.0291821289998817
PAYMENT,check_payment_methods,make payment amex,0.00764447721242833
PAYMENT,check_payment_methods,make payment card,0.007979803454478414
PAYMENT,check_payment_methods,make payment credit,0.00666174374305585
PAYMENT,check_payment_methods,make payment master,0.010817491481034756
PAYMENT,check_payment_methods,make payment visa,0.00426970770468768
PAYMENT,check_payment_methods,master,0.018782739443560372
PAYMENT,check_payment_methods,master card,0.018782739443560372
PAYMENT,check_payment_methods,method,0.09123387743101882
PAYMENT,check_payment_methods,method accept,0.006393233879693306
PAYMENT,check_payment_methods,method help,0.008916655746808857
PAYMENT,check_payment_methods,method please,0.005438732987267839
PAYMENT,check_payment_methods,na,0.008049725141962803
PAYMENT,check_payment_methods,na check,0.003410509904736872
