category,intent,keyword,tfidf score
ORDER,track_order,fuck purchase,0.002803017867665138
ORDER,track_order,fuck shipment,0.0028385282661748923
ORDER,track_order,fucking,0.0054830492318694085
ORDER,track_order,fucking package,0.0027632000218455483
ORDER,track_order,help,0.019447806963087202
ORDER,track_order,help check,0.006284902295510469
ORDER,track_order,help track,0.00595207148963449
ORDER,track_order,id,0.002620092793978604
ORDER,track_order,id like,0.002620092793978604
ORDER,track_order,id like track,0.002007395549524774
ORDER,track_order,information,0.005399144444106871
ORDER,track_order,information status,0.005399144444106871
ORDER,track_order,information status order,0.0036096847523154423
ORDER,track_order,know,0.05430568773055587
ORDER,track_order,know check,0.01683953551245041
ORDER,track_order,know check delivery,0.004601014686954487
ORDER,track_order,know check order,0.004128485288204251
ORDER,track_order,know check package,0.00527834492047181
ORDER,track_order,know check shipment,0.005904144610842906
ORDER,track_order,know delivery,0.007387894189675013
ORDER,track_order,know know,0.008578499918329317
ORDER,track_order,know know package,0.002333356802061047
ORDER,track_order,know know shipment,0.0027172662333806584
ORDER,track_order,know order,0.012056350327414212
ORDER,track_order,know package,0.012347914018873038
ORDER,track_order,know shipment,0.009366216870508386
ORDER,track_order,know track,0.01649972207583248
ORDER,track_order,know track delivery,0.005084612071954447
ORDER,track_order,know track order,0.005900768836536646
ORDER,track_order,know track package,0.005306672214664257
ORDER,track_order,know track shipment,0.0055080825277647035
ORDER,track_order,like,0.006858293315290232
ORDER,track_order,like check,0.004034204274704852
ORDER,track_order,like track,0.0034280169654101996
ORDER,track_order,mind,0.004055333598399528
ORDER,track_order,mind ask,0.004055333598399528
ORDER,track_order,mind ask agent,0.004055333598399528
ORDER,track_order,na,0.02002128570590678
ORDER,track_order,na check,0.0074531424587714855
ORDER,track_order,na know,0.009808833563602286
ORDER,track_order,na know check,0.005539917879703422
ORDER,track_order,na know know,0.002100031618987679
ORDER,track_order,na know track,0.002624302671668449
ORDER,track_order,na track,0.006341292966257318
ORDER,track_order,na track package,0.0022132137036715996
ORDER,track_order,need,0.010431810941001636
ORDER,track_order,need help,0.008952690411528443
ORDER,track_order,need help check,0.0028330520285060165
ORDER,track_order,order,0.08294167828621235
ORDER,track_order,order delivery,0.005703334783046757
ORDER,track_order,order help,0.0029930065138790703
ORDER,track_order,order please,0.003925207951511424
ORDER,track_order,order tell,0.01429449989928592
ORDER,track_order,order way,0.00441398220551225
ORDER,track_order,package,0.06758465463340371
ORDER,track_order,package delivery,0.0036128935633223547
ORDER,track_order,package please,0.0029427137706224257
ORDER,track_order,package tell,0.014362863363484822
ORDER,track_order,package way,0.0037388842187986914
ORDER,track_order,please,0.02312140901242078
ORDER,track_order,please ask,0.007383439418359805
ORDER,track_order,please ask agent,0.007383439418359805
ORDER,track_order,please could,0.004982454133704383
ORDER,track_order,please could ask,0.004613312233480724
ORDER,track_order,possible,0.006845643592265215
ORDER,track_order,possible track,0.0032825732611060626
ORDER,track_order,purchase,0.032028822268752845
ORDER,track_order,see,0.013373577537169645
ORDER,track_order,see status,0.01105926994811144
ORDER,track_order,see status order,0.006658010925167091
ORDER,track_order,see status purchase,0.005216475882249252
ORDER,track_order,shipment,0.06574391251097479
ORDER,track_order,shipment delivery,0.003511614638554297
ORDER,track_order,shipment please,0.0048880612135211
ORDER,track_order,shipment tell,0.012761526419661499
ORDER,track_order,shipment way,0.004783213618768578
ORDER,track_order,show,0.004507924200648114
ORDER,track_order,show status,0.0036716734296762723
ORDER,track_order,status,0.03987592012979622
ORDER,track_order,status fuck,0.0033041202027516265
ORDER,track_order,status fuck purchase,0.002113772352873927
ORDER,track_order,status order,0.02419112998281526
ORDER,track_order,status purchase,0.021961321904810715
ORDER,track_order,tell,0.078173399667458
ORDER,track_order,tell check,0.03070985395122796
ORDER,track_order,tell check delivery,0.007410226668965624
ORDER,track_order,tell check order,0.011695696954889727
ORDER,track_order,tell check package,0.009617176919186721
ORDER,track_order,tell check shipment,0.010648764512829194
ORDER,track_order,tell know,0.011210571251722371
ORDER,track_order,tell know delivery,0.003018350550698921
ORDER,track_order,tell know package,0.004260989896354884
ORDER,track_order,tell know shipment,0.003643233004584777
ORDER,track_order,tell order,0.00579184465709599
ORDER,track_order,tell package,0.0037261726094324128
ORDER,track_order,tell please,0.002985092316200797
ORDER,track_order,tell shipment,0.004150242011315647
ORDER,track_order,tell track,0.028245304957419302
ORDER,track_order,tell track delivery,0.006432382234268993
ORDER,track_order,tell track order,0.010284224107660955
ORDER,track_order,tell track package,0.010090562581385711
ORDER,track_order,tell track shipment,0.008806332092720902
ORDER,track_order,track,0.08892935114330659
ORDER,track_order,track delivery,0.024181323819346682
ORDER,track_order,track delivery tell,0.006571601695335411
ORDER,track_order,track fuck,0.0025609832610326666
ORDER,track_order,track fucking,0.0027589368902261346
ORDER,track_order,track order,0.038064870203616374
ORDER,track_order,track order tell,0.0069187557472461594
ORDER,track_order,track package,0.03483432633561026
ORDER,track_order,track package tell,0.007341375444444572
ORDER,track_order,track purchase,0.009072577034602649
ORDER,track_order,track shipment,0.03328145600424979
ORDER,track_order,track shipment tell,0.005849065681962544
ORDER,track_order,view,0.014464205505055215
ORDER,track_order,view status,0.013656319109417761
ORDER,track_order,view status order,0.006286295042836622
ORDER,track_order,view status purchase,0.007024070036468431
ORDER,track_order,wan,0.02002128570590678
ORDER,track_order,wan na,0.02002128570590678
ORDER,track_order,wan na check,0.0074531424587714855
ORDER,track_order,wan na know,0.009808833563602286
ORDER,track_order,wan na track,0.006341292966257318
ORDER,track_order,want,0.06046147627768431
ORDER,track_order,want check,0.023476385848457456
ORDER,track_order,want check delivery,0.0032376921467940746
ORDER,track_order,want check order,0.007223937578363629
ORDER,track_order,want check package,0.007539226839982011
ORDER,track_order,want check shipment,0.007985699234847918
ORDER,track_order,want check status,0.004929002571499621
ORDER,track_order,want know,0.03141423364918397
ORDER,track_order,want know check,0.012849959441124974
ORDER,track_order,want know know,0.007299445204029334
ORDER,track_order,want know track,0.015212094440235868
ORDER,track_order,want see,0.0036983072090109132
ORDER,track_order,want see status,0.0030591779487870855
ORDER,track_order,want track,0.02469410058305783
ORDER,track_order,want track delivery,0.006075799910618592
ORDER,track_order,want track order,0.008512675410267238
ORDER,track_order,want track package,0.006599945328534137
ORDER,track_order,want track shipment,0.007048863407880825
ORDER,track_order,want view,0.005658782202949826
ORDER,track_order,want view status,0.005261490110248218
ORDER,track_order,way,0.013015002940349067
ORDER,track_order,would,0.0030808087702648436
ORDER,track_order,would like,0.0030808087702648436
ORDER,track_order,would like check,0.002026266943152879
FEEDBACK,complaint,agent,0.031109978731880455
FEEDBACK,complaint,agent could,0.009228223780487377
FEEDBACK,complaint,agent could file,0.002292228168432534
FEEDBACK,complaint,agent could lodge,0.004448504132917559
FEEDBACK,complaint,agent could make,0.003755671194718544
FEEDBACK,complaint,agent file,0.013273108810061447
FEEDBACK,complaint,agent file complaint,0.009279839885002623
FEEDBACK,complaint,agent file consumer,0.0036853749504948555
FEEDBACK,complaint,agent file fuck,0.0019095852682594477
FEEDBACK,complaint,agent lodge,0.011023339002803268
FEEDBACK,complaint,agent lodge complaint,0.005265182731371984
FEEDBACK,complaint,agent lodge consumer,0.005635423522916926
FEEDBACK,complaint,agent make,0.009589941747734143
FEEDBACK,complaint,agent make complaint,0.0038561891415193543
FEEDBACK,complaint,agent make consumer,0.005012246819194418
FEEDBACK,complaint,ask,0.031380326033219094
FEEDBACK,complaint,ask agent,0.031109978731880455
FEEDBACK,complaint,ask agent could,0.009228223780487377
FEEDBACK,complaint,ask agent file,0.013273108810061447
FEEDBACK,complaint,ask agent lodge,0.011023339002803268
FEEDBACK,complaint,ask agent make,0.009589941747734143
FEEDBACK,complaint,complaint,0.10613914157626543
FEEDBACK,complaint,complaint help,0.005426555840574128
FEEDBACK,complaint,complaint please,0.014166373671769308
FEEDBACK,complaint,complaint service,0.05889548964793911
FEEDBACK,complaint,complaint service help,0.005170383189075741
FEEDBACK,complaint,complaint service please,0.005868016414122881
FEEDBACK,complaint,consumer,0.0836246893029961
FEEDBACK,complaint,consumer complaint,0.08220044352877967
FEEDBACK,complaint,consumer complaint please,0.006944834849301782
FEEDBACK,complaint,consumer complaint service,0.03410208333330378
FEEDBACK,complaint,could,0.01892804119643115
FEEDBACK,complaint,could ask,0.006792907255259052
FEEDBACK,complaint,could ask agent,0.006260913070969339
FEEDBACK,complaint,could file,0.005778731467520103
FEEDBACK,complaint,could file complaint,0.002960834775471167
FEEDBACK,complaint,could file fuck,0.0022468266297222795
FEEDBACK,complaint,could lodge,0.0060409220848084266
FEEDBACK,complaint,could lodge complaint,0.002683557840145832
FEEDBACK,complaint,could lodge fuck,0.0023744993266649034
FEEDBACK,complaint,could make,0.003755671194718544
FEEDBACK,complaint,could make consumer,0.0015880114753539089
FEEDBACK,complaint,could submit,0.0020735723523084173
FEEDBACK,complaint,discontent,0.04749113619673273
FEEDBACK,complaint,discontent service,0.0455107593926193
FEEDBACK,complaint,discontent service could,0.0028277701051204972
FEEDBACK,complaint,discontent service file,0.011729578031449757
FEEDBACK,complaint,discontent service help,0.006382733735295878
FEEDBACK,complaint,discontent service lodge,0.012884667814013219
FEEDBACK,complaint,discontent service make,0.012033344607375023
FEEDBACK,complaint,discontent service need,0.007173516286879688
FEEDBACK,complaint,discontent service submit,0.011806752051360107
FEEDBACK,complaint,discontent service want,0.005723137322893432
FEEDBACK,complaint,dont,0.013313059495988343
FEEDBACK,complaint,dont like,0.013313059495988343
FEEDBACK,complaint,dont like service,0.013313059495988343
FEEDBACK,complaint,file,0.06595722152705272
FEEDBACK,complaint,file complaint,0.04424637419646095
FEEDBACK,complaint,file complaint service,0.01816984035701627
FEEDBACK,complaint,file consumer,0.036271490823971124
FEEDBACK,complaint,file consumer complaint,0.03432255709693584
FEEDBACK,complaint,file fuck,0.0056134986344224674
FEEDBACK,complaint,file fuck complaint,0.0034020531028640423
FEEDBACK,complaint,file fuck consumer,0.0029078519722141433
FEEDBACK,complaint,fuck,0.012304165713722604
FEEDBACK,complaint,fuck complaint,0.008660152277081902
FEEDBACK,complaint,fuck complaint please,0.0023519538503959294
FEEDBACK,complaint,fuck complaint service,0.0028871416564056917
FEEDBACK,complaint,fuck consumer,0.0055274655589843055
FEEDBACK,complaint,fuck consumer complaint,0.0055274655589843055
FEEDBACK,complaint,fucking,0.003773744292945021
FEEDBACK,complaint,fucking complaint,0.0030696029141554218
FEEDBACK,complaint,happy,0.04403257163230129
FEEDBACK,complaint,happy service,0.043528100733509316
FEEDBACK,complaint,happy service file,0.01184123983007801
FEEDBACK,complaint,happy service help,0.0055227480003577295
FEEDBACK,complaint,happy service lodge,0.013102920615578337
FEEDBACK,complaint,happy service make,0.01229154260327986
FEEDBACK,complaint,happy service need,0.005884952973504649
FEEDBACK,complaint,happy service submit,0.0121868820021163
FEEDBACK,complaint,happy service want,0.005661037455007785
FEEDBACK,complaint,help,0.03727525732933141
FEEDBACK,complaint,help file,0.009185760057632286
FEEDBACK,complaint,help file complaint,0.004745339446238223
FEEDBACK,complaint,help file consumer,0.0049944170274699795
FEEDBACK,complaint,help filing,0.0022204746882726915
FEEDBACK,complaint,help filing complaint,0.0022204746882726915
FEEDBACK,complaint,help lodge,0.010835968617315632
FEEDBACK,complaint,help lodge complaint,0.0061364436328968435
FEEDBACK,complaint,help lodge consumer,0.0062627687035664735
FEEDBACK,complaint,help make,0.012150804474703583
FEEDBACK,complaint,help make complaint,0.00589603976253893
FEEDBACK,complaint,help make consumer,0.006692039731592758
FEEDBACK,complaint,help making,0.0021901280068941987
FEEDBACK,complaint,help making complaint,0.0021901280068941987
FEEDBACK,complaint,help submit,0.008601123340927781
FEEDBACK,complaint,help submit complaint,0.004957131820505738
FEEDBACK,complaint,help submit consumer,0.004843501414961642
FEEDBACK,complaint,help submitting complaint,0.0024201401809003046
FEEDBACK,complaint,id like,0.0023418413792156475
FEEDBACK,complaint,im,0.02366972478008904
FEEDBACK,complaint,im discontent,0.014502664904966914
FEEDBACK,complaint,im discontent service,0.014502664904966914
FEEDBACK,complaint,im happy,0.013368496881022892
FEEDBACK,complaint,im happy service,0.012970807965593347
FEEDBACK,complaint,like,0.04544436007535943
FEEDBACK,complaint,like file,0.0030277803790703097
FEEDBACK,complaint,like lodge,0.002624050554667559
FEEDBACK,complaint,like service,0.04308558918806784
FEEDBACK,complaint,like service file,0.010132219992232792
FEEDBACK,complaint,like service help,0.006286104261693942
FEEDBACK,complaint,like service lodge,0.012857211057667434
FEEDBACK,complaint,like service make,0.012463154432871526
FEEDBACK,complaint,like service need,0.006501715295400871
FEEDBACK,complaint,like service submit,0.012176167794073222
FEEDBACK,complaint,like service want,0.004124331265716292
FEEDBACK,complaint,lodge,0.07113666437291302
FEEDBACK,complaint,lodge complaint,0.046897776072516904
FEEDBACK,complaint,lodge complaint service,0.017421655020386225
FEEDBACK,complaint,lodge consumer,0.04237343666785708
FEEDBACK,complaint,lodge consumer complaint,0.04237343666785708
FEEDBACK,complaint,lodge fuck,0.006190925882508324
FEEDBACK,complaint,lodge fuck complaint,0.0050962284770304555
FEEDBACK,complaint,make,0.0655877012041494
FEEDBACK,complaint,make complaint,0.0425335403304243
FEEDBACK,complaint,make complaint service,0.01158344816732052
FEEDBACK,complaint,make consumer,0.03721536794197442
FEEDBACK,complaint,make consumer complaint,0.036160864143546204
FEEDBACK,complaint,make fucking,0.003773744292945021
FEEDBACK,complaint,make fucking complaint,0.0030696029141554218
FEEDBACK,complaint,na,0.011754496147719649
FEEDBACK,complaint,na file,0.0027214323492137232
FEEDBACK,complaint,na lodge,0.0054711175668937795
FEEDBACK,complaint,na lodge consumer,0.0048686839354101065
FEEDBACK,complaint,na submit,0.0036677180913577607
FEEDBACK,complaint,need,0.01978768010042065
FEEDBACK,complaint,need help,0.01978768010042065
FEEDBACK,complaint,need help file,0.0040639316693240135
FEEDBACK,complaint,need help filing,0.0022204746882726915
FEEDBACK,complaint,need help lodge,0.004698679638594341
FEEDBACK,complaint,need help make,0.006498491281035925
FEEDBACK,complaint,need help submit,0.004124579894757459
FEEDBACK,complaint,please,0.023184218637077095
FEEDBACK,complaint,please ask,0.008268442630472802
FEEDBACK,complaint,please ask agent,0.008268442630472802
FEEDBACK,complaint,please could,0.003136355721873591
FEEDBACK,complaint,please could ask,0.003136355721873591
FEEDBACK,complaint,service,0.09622654989681069
FEEDBACK,complaint,service could,0.0052859488924130345
FEEDBACK,complaint,service could file,0.00259530455711108
FEEDBACK,complaint,service could submit,0.0020735723523084173
FEEDBACK,complaint,service file,0.027667567468119734
FEEDBACK,complaint,service file complaint,0.015482286145675499
FEEDBACK,complaint,service file consumer,0.016264040568006337
FEEDBACK,complaint,service help,0.017928447758096034
FEEDBACK,complaint,service help file,0.0030190862418178295
FEEDBACK,complaint,service help lodge,0.005347705814053593
FEEDBACK,complaint,service help make,0.004287283889745985
FEEDBACK,complaint,service help submit,0.005650530589235859
FEEDBACK,complaint,service lodge,0.030317005475416367
FEEDBACK,complaint,service lodge complaint,0.018009415996580104
FEEDBACK,complaint,service lodge consumer,0.017879624807473675
FEEDBACK,complaint,service make,0.028248380731825257
FEEDBACK,complaint,service make complaint,0.01888855913333343
FEEDBACK,complaint,service make consumer,0.014311150792060804
FEEDBACK,complaint,service need,0.015423117175713258
FEEDBACK,complaint,service need help,0.015423117175713258
FEEDBACK,complaint,service please,0.005868016414122881
FEEDBACK,complaint,service submit,0.027691097981226712
FEEDBACK,complaint,service submit complaint,0.014045442388320235
FEEDBACK,complaint,service submit consumer,0.017798709243723454
FEEDBACK,complaint,service wan,0.003168474183973452
FEEDBACK,complaint,service wan na,0.003168474183973452
FEEDBACK,complaint,service want,0.012495819335669024
FEEDBACK,complaint,service want file,0.00410830704309627
FEEDBACK,complaint,service want lodge,0.0052844798653603605
FEEDBACK,complaint,service want make,0.003554048692154554
FEEDBACK,complaint,service want submit,0.0032920583180853823
FEEDBACK,complaint,submit,0.040486258018316845
FEEDBACK,complaint,submit complaint,0.02166914909982036
FEEDBACK,complaint,submit consumer,0.026373222513239654
FEEDBACK,complaint,submit consumer complaint,0.0258619164865492
FEEDBACK,complaint,wan,0.011754496147719649
FEEDBACK,complaint,wan na,0.011754496147719649
FEEDBACK,complaint,wan na file,0.0027214323492137232
FEEDBACK,complaint,wan na lodge,0.0054711175668937795
FEEDBACK,complaint,wan na submit,0.0036677180913577607
FEEDBACK,complaint,want,0.04461037655036991
FEEDBACK,complaint,want file,0.01610512813493592
FEEDBACK,complaint,want file complaint,0.010583767289036114
FEEDBACK,complaint,want file consumer,0.007965059756725554
FEEDBACK,complaint,want lodge,0.02157739752673998
FEEDBACK,complaint,want lodge complaint,0.013666178203330999
FEEDBACK,complaint,want lodge consumer,0.011561975258863945
FEEDBACK,complaint,want make,0.013218080046289086
FEEDBACK,complaint,want make complaint,0.006254551043201754
FEEDBACK,complaint,want make consumer,0.007046851952776869
FEEDBACK,complaint,want submit,0.01315603583398719
FEEDBACK,complaint,want submit complaint,0.007128321858645448
FEEDBACK,complaint,want submit consumer,0.0075831184948779275
CANCELLATION_FEE,check_cancellation_fee,acncellation,0.0034475716403642026
CANCELLATION_FEE,check_cancellation_fee,acncellation penalty,0.0034475716403642026
CANCELLATION_FEE,check_cancellation_fee,agent,0.04725229154824241
CANCELLATION_FEE,check_cancellation_fee,agent cancellation,0.012159214481772658
CANCELLATION_FEE,check_cancellation_fee,agent cancellation fee,0.006951699265331003
CANCELLATION_FEE,check_cancellation_fee,agent cancellation penalty,0.006806687496173129
CANCELLATION_FEE,check_cancellation_fee,agent check,0.012692908831500328
CANCELLATION_FEE,check_cancellation_fee,agent check cancellation,0.011924421928707721
CANCELLATION_FEE,check_cancellation_fee,agent check fuck,0.001436708933524391
CANCELLATION_FEE,check_cancellation_fee,agent could,0.003209303916752377
CANCELLATION_FEE,check_cancellation_fee,agent could see,0.003209303916752377
CANCELLATION_FEE,check_cancellation_fee,agent find,0.002111646456582887
CANCELLATION_FEE,check_cancellation_fee,agent find information,0.002111646456582887
CANCELLATION_FEE,check_cancellation_fee,agent fuck,0.0014639447230170577
CANCELLATION_FEE,check_cancellation_fee,agent fuck cancellation,0.0014639447230170577
CANCELLATION_FEE,check_cancellation_fee,agent give,0.0014163321717081364
CANCELLATION_FEE,check_cancellation_fee,agent give information,0.0014163321717081364
CANCELLATION_FEE,check_cancellation_fee,agent information,0.007089803439964725
CANCELLATION_FEE,check_cancellation_fee,agent information cancellation,0.007089803439964725
CANCELLATION_FEE,check_cancellation_fee,agent see,0.01546402596499694
CANCELLATION_FEE,check_cancellation_fee,agent see cancellation,0.014321150864410612
CANCELLATION_FEE,check_cancellation_fee,agent see fuck,0.0023123227425087102
CANCELLATION_FEE,check_cancellation_fee,agent show,0.006834000749133788
CANCELLATION_FEE,check_cancellation_fee,agent show cancellation,0.0030181833454212053
CANCELLATION_FEE,check_cancellation_fee,agent show information,0.004579842776897406
CANCELLATION_FEE,check_cancellation_fee,agent view,0.01709728072770154
CANCELLATION_FEE,check_cancellation_fee,agent view cancellation,0.014340289234113826
CANCELLATION_FEE,check_cancellation_fee,agent view fuck,0.0035074171607192067
CANCELLATION_FEE,check_cancellation_fee,ask,0.0468962055888052
CANCELLATION_FEE,check_cancellation_fee,ask agent,0.0468962055888052
CANCELLATION_FEE,check_cancellation_fee,ask agent cancellation,0.011288093763984763
CANCELLATION_FEE,check_cancellation_fee,ask agent check,0.012692908831500328
CANCELLATION_FEE,check_cancellation_fee,ask agent could,0.003209303916752377
CANCELLATION_FEE,check_cancellation_fee,ask agent find,0.002111646456582887
CANCELLATION_FEE,check_cancellation_fee,ask agent information,0.007089803439964725
CANCELLATION_FEE,check_cancellation_fee,ask agent see,0.01546402596499694
CANCELLATION_FEE,check_cancellation_fee,ask agent show,0.006834000749133788
CANCELLATION_FEE,check_cancellation_fee,ask agent view,0.01709728072770154
CANCELLATION_FEE,check_cancellation_fee,cancelation,0.004457020835957108
CANCELLATION_FEE,check_cancellation_fee,cancellation,0.1310338840431332
CANCELLATION_FEE,check_cancellation_fee,cancellation fee,0.1055193388556086
CANCELLATION_FEE,check_cancellation_fee,cancellation fee help,0.010554638552850172
CANCELLATION_FEE,check_cancellation_fee,cancellation fee please,0.009949721956048745
CANCELLATION_FEE,check_cancellation_fee,cancellation penalty,0.11065383955155948
CANCELLATION_FEE,check_cancellation_fee,cancellation penalty help,0.011432952833020774
CANCELLATION_FEE,check_cancellation_fee,cancellation penalty please,0.008988572306381778
CANCELLATION_FEE,check_cancellation_fee,check,0.0900146447315084
CANCELLATION_FEE,check_cancellation_fee,check cancellation,0.08889440442435893
CANCELLATION_FEE,check_cancellation_fee,check cancellation fee,0.051606898491087856
CANCELLATION_FEE,check_cancellation_fee,check cancellation penalty,0.06300043505733458
CANCELLATION_FEE,check_cancellation_fee,could,0.018659313080854265
CANCELLATION_FEE,check_cancellation_fee,could ask,0.010948271626346094
CANCELLATION_FEE,check_cancellation_fee,could ask agent,0.010948271626346094
CANCELLATION_FEE,check_cancellation_fee,could see,0.003209303916752377
CANCELLATION_FEE,check_cancellation_fee,could see fuck,0.002084830950308087
CANCELLATION_FEE,check_cancellation_fee,could tell,0.0026912543173938782
CANCELLATION_FEE,check_cancellation_fee,could tell cancellation,0.0026912543173938782
CANCELLATION_FEE,check_cancellation_fee,could view,0.005088085433018265
CANCELLATION_FEE,check_cancellation_fee,could view cancellation,0.003848934001839178
CANCELLATION_FEE,check_cancellation_fee,fee,0.11171239643312306
CANCELLATION_FEE,check_cancellation_fee,fee help,0.010554638552850172
CANCELLATION_FEE,check_cancellation_fee,fee please,0.009949721956048745
CANCELLATION_FEE,check_cancellation_fee,find,0.004743969424310126
CANCELLATION_FEE,check_cancellation_fee,find information,0.004743969424310126
CANCELLATION_FEE,check_cancellation_fee,find information cancelation,0.0014866697919005164
CANCELLATION_FEE,check_cancellation_fee,find information cancellation,0.0028504947999170734
CANCELLATION_FEE,check_cancellation_fee,find information fuck,0.0010587969988247229
CANCELLATION_FEE,check_cancellation_fee,fuck,0.011712172920044018
CANCELLATION_FEE,check_cancellation_fee,fuck cancellation,0.010810670108634032
CANCELLATION_FEE,check_cancellation_fee,fuck cancellation fee,0.00560272902047715
CANCELLATION_FEE,check_cancellation_fee,fuck cancellation penalty,0.00681829130984146
CANCELLATION_FEE,check_cancellation_fee,fuck cancellatyion,0.0016267967039220752
CANCELLATION_FEE,check_cancellation_fee,fuck cancellatyion fee,0.0016267967039220752
CANCELLATION_FEE,check_cancellation_fee,fucking,0.0018933209987785336
CANCELLATION_FEE,check_cancellation_fee,fucking cancellation,0.0018933209987785336
CANCELLATION_FEE,check_cancellation_fee,fucking cancellation fee,0.0018933209987785336
CANCELLATION_FEE,check_cancellation_fee,give,0.005628303162303482
CANCELLATION_FEE,check_cancellation_fee,give information,0.005628303162303482
CANCELLATION_FEE,check_cancellation_fee,give information cancelation,0.0014982602546916668
CANCELLATION_FEE,check_cancellation_fee,give information cancellation,0.004552256232331485
CANCELLATION_FEE,check_cancellation_fee,hceck,0.001939489549107035
CANCELLATION_FEE,check_cancellation_fee,hceck cancellation,0.001939489549107035
CANCELLATION_FEE,check_cancellation_fee,hceck cancellation fee,0.001939489549107035
CANCELLATION_FEE,check_cancellation_fee,help,0.038811470945438784
CANCELLATION_FEE,check_cancellation_fee,help check,0.011723692274756737
CANCELLATION_FEE,check_cancellation_fee,help check cancellation,0.011723692274756737
CANCELLATION_FEE,check_cancellation_fee,help see,0.012694954207011012
CANCELLATION_FEE,check_cancellation_fee,help see cancellation,0.012694954207011012
CANCELLATION_FEE,check_cancellation_fee,help view,0.01026737366447023
CANCELLATION_FEE,check_cancellation_fee,help view cancelation,0.0020571843504386582
CANCELLATION_FEE,check_cancellation_fee,help view cancellation,0.007146722577844069
CANCELLATION_FEE,check_cancellation_fee,help view canclelation,0.0015424543592584116
CANCELLATION_FEE,check_cancellation_fee,help view hte,0.0013291174395484693
CANCELLATION_FEE,check_cancellation_fee,hows,0.001776779319412191
CANCELLATION_FEE,check_cancellation_fee,hows see,0.001776779319412191
CANCELLATION_FEE,check_cancellation_fee,hows see cancellation,0.001776779319412191
CANCELLATION_FEE,check_cancellation_fee,hsow,0.0019943795211339044
CANCELLATION_FEE,check_cancellation_fee,hsow cancellation,0.0019943795211339044
CANCELLATION_FEE,check_cancellation_fee,hsow cancellation efes,0.0019943795211339044
CANCELLATION_FEE,check_cancellation_fee,hte,0.0025681043579835455
CANCELLATION_FEE,check_cancellation_fee,hte cancellation,0.0025681043579835455
CANCELLATION_FEE,check_cancellation_fee,hte cancellation fee,0.0013291174395484693
CANCELLATION_FEE,check_cancellation_fee,hte cancellation penalty,0.001426004055940013
CANCELLATION_FEE,check_cancellation_fee,icheck,0.001426004055940013
CANCELLATION_FEE,check_cancellation_fee,icheck hte,0.001426004055940013
CANCELLATION_FEE,check_cancellation_fee,icheck hte cancellation,0.001426004055940013
CANCELLATION_FEE,check_cancellation_fee,id,0.001624012416705909
CANCELLATION_FEE,check_cancellation_fee,id like,0.001624012416705909
CANCELLATION_FEE,check_cancellation_fee,id like view,0.001624012416705909
CANCELLATION_FEE,check_cancellation_fee,ineed,0.0015424543592584116
CANCELLATION_FEE,check_cancellation_fee,ineed help,0.0015424543592584116
CANCELLATION_FEE,check_cancellation_fee,ineed help view,0.0015424543592584116
CANCELLATION_FEE,check_cancellation_fee,information,0.031195486284084372
CANCELLATION_FEE,check_cancellation_fee,information cancelation,0.002782313547145514
CANCELLATION_FEE,check_cancellation_fee,information cancelation fee,0.0014866697919005164
CANCELLATION_FEE,check_cancellation_fee,information cancelation penaltes,0.0014982602546916668
CANCELLATION_FEE,check_cancellation_fee,information cancellation,0.029578541713323216
CANCELLATION_FEE,check_cancellation_fee,information cancellation fee,0.01648999967885705
CANCELLATION_FEE,check_cancellation_fee,information cancellation penalty,0.018887818497921965
CANCELLATION_FEE,check_cancellation_fee,information fuck,0.002091130403730916
CANCELLATION_FEE,check_cancellation_fee,information fuck cancellation,0.002091130403730916
CANCELLATION_FEE,check_cancellation_fee,iu,0.001664543100528161
CANCELLATION_FEE,check_cancellation_fee,iu view,0.001664543100528161
CANCELLATION_FEE,check_cancellation_fee,iu view cancellation,0.001664543100528161
CANCELLATION_FEE,check_cancellation_fee,like,0.004830181873115615
CANCELLATION_FEE,check_cancellation_fee,like check,0.0035795741467966454
CANCELLATION_FEE,check_cancellation_fee,like check cancellation,0.0035795741467966454
CANCELLATION_FEE,check_cancellation_fee,na,0.009277601371608931
CANCELLATION_FEE,check_cancellation_fee,na check,0.004210411400146113
CANCELLATION_FEE,check_cancellation_fee,na check cancellation,0.004210411400146113
CANCELLATION_FEE,check_cancellation_fee,na see,0.002705405941001178
CANCELLATION_FEE,check_cancellation_fee,na see cancellation,0.002705405941001178
CANCELLATION_FEE,check_cancellation_fee,na view,0.004184976265366786
CANCELLATION_FEE,check_cancellation_fee,na view cancellation,0.004184976265366786
CANCELLATION_FEE,check_cancellation_fee,ned help,0.00171587563664969
CANCELLATION_FEE,check_cancellation_fee,ned help check,0.00171587563664969
CANCELLATION_FEE,check_cancellation_fee,need,0.013124370108915621
CANCELLATION_FEE,check_cancellation_fee,need help,0.010985965986570378
CANCELLATION_FEE,check_cancellation_fee,need help check,0.00576630872698835
CANCELLATION_FEE,check_cancellation_fee,need help see,0.004613289032623367
CANCELLATION_FEE,check_cancellation_fee,need help view,0.0028035417303423097
CANCELLATION_FEE,check_cancellation_fee,need information,0.0034585108306754543
CANCELLATION_FEE,check_cancellation_fee,need information cancellation,0.0034585108306754543
CANCELLATION_FEE,check_cancellation_fee,penalty,0.11253860351659238
CANCELLATION_FEE,check_cancellation_fee,penalty help,0.011432952833020774
